TEAM,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,"AST
RATIO",OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
Brooklyn Nets,5,4,1,245.0,109.1,109.7,-0.5,59.1,1.37,16.1,30.8,74.6,53.1,16.1,50.7,55.4,101.00,49.6
Dallas Mavericks,7,4,3,341.0,111.2,104.3,6.8,60.5,1.86,18.1,26.2,76.7,51.5,13.4,54.3,56.6,100.86,53.3
LA Clippers,5,4,1,240.0,119.1,109.6,9.5,52.5,1.66,15.8,27.4,75.6,52.8,12.7,55.5,60.7,100.30,55.1
Los Angeles Lakers,5,4,1,240.0,110.5,103.1,7.4,53.1,1.59,16.5,23.7,71.3,48.7,13.8,53.9,57.5,103.00,54.6
Toronto Raptors,5,4,1,240.0,113.5,110.4,3.1,60.2,1.74,17.3,22.5,75.7,49.9,13.3,54.4,59.8,102.40,50.8
Utah Jazz,5,4,1,240.0,113.9,109.5,4.4,60.9,1.76,18.7,23.5,69.4,48.5,14.3,57.8,60.7,94.60,53.3
Denver Nuggets,6,3,3,288.0,111.2,111.7,-0.5,66.4,1.81,20.4,25.4,74.3,50.0,15.8,56.1,58.4,98.17,50.5
Indiana Pacers,5,3,2,240.0,108.1,109.5,-1.4,54.0,1.54,17.1,21.7,72.7,48.8,14.6,54.4,57.6,101.30,50.5
Memphis Grizzlies,5,3,2,240.0,112.3,100.4,11.9,62.7,1.56,18.1,33.3,71.7,54.3,16.4,55.1,57.9,101.80,58.5
Miami Heat,5,3,2,240.0,109.0,106.5,2.5,74.7,1.81,20.8,21.7,72.7,48.4,16.0,56.0,58.9,95.90,53.3
New York Knicks,6,3,3,293.0,110.8,114.8,-4.0,56.4,1.67,17.1,30.4,73.7,52.4,14.2,53.0,56.5,100.01,51.3
Oklahoma City Thunder,4,3,1,192.0,112.6,106.8,5.7,51.2,1.57,16.2,21.1,72.2,48.3,13.6,55.1,58.4,98.25,52.7
Orlando Magic,5,3,2,240.0,119.4,116.8,2.6,63.9,2.33,19.9,28.0,74.1,50.6,12.0,55.8,59.8,100.20,52.0
Portland Trail Blazers,5,3,2,240.0,121.0,113.4,7.6,53.8,1.80,17.7,25.3,70.4,49.9,13.2,58.9,62.3,99.80,53.5
Sacramento Kings,5,3,2,240.0,115.7,115.3,0.4,55.7,1.69,17.4,26.6,78.2,53.0,13.9,56.0,60.2,100.70,51.3
Washington Wizards,6,3,3,288.0,111.4,113.7,-2.3,66.5,1.65,17.7,22.2,73.2,46.1,14.4,53.9,59.5,102.00,47.5
Boston Celtics,5,2,3,245.0,108.6,110.2,-1.6,50.5,1.61,14.5,31.7,69.2,49.7,12.4,48.9,52.8,97.96,49.2
Charlotte Hornets,6,2,4,298.0,113.9,113.6,0.3,64.5,1.96,18.8,28.0,70.1,48.5,13.4,54.0,57.8,92.46,49.4
Chicago Bulls,5,2,3,240.0,106.4,108.4,-2.0,57.6,1.75,17.4,28.2,71.4,47.5,13.7,51.4,53.7,100.30,46.9
Cleveland Cavaliers,5,2,3,245.0,110.9,114.9,-4.0,67.5,1.78,19.7,27.5,73.8,50.1,15.5,55.0,57.9,98.45,48.8
Golden State Warriors,5,2,3,240.0,114.2,118.2,-4.1,70.7,2.20,20.7,25.7,74.0,49.6,13.4,55.0,58.3,99.30,48.1
Milwaukee Bucks,6,2,4,288.0,99.8,103.8,-4.0,56.6,1.37,15.9,22.7,80.8,51.6,15.4,49.6,52.9,104.92,47.5
Minnesota Timberwolves,6,2,4,288.0,107.1,113.7,-6.6,58.5,1.61,17.1,25.3,75.4,49.1,14.5,52.9,55.7,105.92,45.4
New Orleans Pelicans,5,2,3,245.0,109.9,109.3,0.6,64.7,1.67,18.5,33.2,75.9,53.7,15.9,52.1,54.9,107.27,49.8
Philadelphia 76ers,5,2,3,240.0,124.0,121.2,2.7,61.1,2.10,19.0,32.4,78.8,53.6,13.0,57.9,61.0,96.90,49.5
Phoenix Suns,4,2,2,192.0,118.2,119.4,-1.2,69.3,1.92,20.1,25.5,76.7,51.2,14.6,56.9,62.0,102.88,51.2
San Antonio Spurs,5,2,3,245.0,114.3,116.8,-2.5,58.6,2.37,18.5,14.9,72.4,44.1,10.2,55.3,59.8,100.21,50.1
Atlanta Hawks,5,1,4,255.0,107.9,117.7,-9.9,60.2,1.55,17.1,28.7,73.4,49.6,15.4,50.9,54.2,101.08,41.3
Houston Rockets,5,1,4,240.0,107.6,115.5,-7.8,58.7,1.39,16.2,26.0,68.5,46.2,15.7,51.0,55.7,102.20,44.4
Detroit Pistons,5,0,5,240.0,106.8,117.2,-10.4,66.3,1.82,18.2,27.3,69.6,47.0,14.0,51.6,54.2,94.00,42.1
