TEAM,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,"AST
RATIO",OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
LA Clippers,6,4,2,288.0,112.9,107.5,5.3,54.0,1.35,16.7,24.8,72.8,49.6,16.5,56.1,59.9,101.50,52.2
Miami Heat,5,4,1,245.0,106.6,99.3,7.4,61.7,1.19,16.9,28.5,73.9,52.5,19.2,54.6,58.3,106.09,55.3
Philadelphia 76ers,4,4,0,192.0,104.0,94.1,9.8,62.9,1.20,16.8,33.0,78.4,56.1,19.3,50.9,55.1,107.00,59.4
Toronto Raptors,5,4,1,245.0,107.5,99.1,8.4,60.2,1.26,17.1,23.3,73.0,51.1,18.0,54.4,59.1,104.23,56.2
Utah Jazz,5,4,1,240.0,101.8,93.1,8.7,56.5,1.12,16.2,20.5,79.2,52.2,18.8,54.1,57.8,99.20,57.4
Boston Celtics,4,3,1,192.0,106.8,100.7,6.1,55.7,2.00,15.5,27.2,73.5,48.0,10.7,47.9,51.3,102.63,52.3
Dallas Mavericks,4,3,1,192.0,112.2,108.6,3.6,60.8,1.85,17.3,24.6,72.2,48.3,12.7,52.9,57.2,102.13,53.2
Denver Nuggets,5,3,2,245.0,106.0,107.3,-1.3,58.3,1.56,16.2,30.6,73.6,51.4,14.4,48.4,52.9,97.57,48.8
Houston Rockets,4,3,1,192.0,117.7,117.2,0.5,62.9,1.78,17.7,27.8,73.9,50.0,13.8,53.3,58.7,108.75,50.0
Los Angeles Lakers,4,3,1,192.0,107.9,96.8,11.1,58.8,1.54,16.9,28.4,73.8,51.4,15.1,51.3,55.6,101.00,57.6
Minnesota Timberwolves,4,3,1,197.0,104.8,103.2,1.6,55.6,1.31,15.2,27.3,72.9,49.5,15.5,49.6,54.2,106.60,52.1
Phoenix Suns,5,3,2,245.0,108.7,100.2,8.5,70.9,1.78,19.5,24.1,75.1,50.2,15.3,52.7,57.4,103.93,56.5
Portland Trail Blazers,5,3,2,240.0,104.7,103.8,1.0,43.5,1.07,12.9,24.2,74.1,49.8,15.3,51.0,55.6,106.10,49.0
San Antonio Spurs,4,3,1,192.0,108.6,106.2,2.4,53.8,1.36,16.1,27.9,75.6,52.8,16.0,51.8,56.0,104.75,52.6
Atlanta Hawks,5,2,3,240.0,102.0,103.4,-1.4,61.9,1.36,17.3,28.6,69.5,49.6,17.4,51.2,54.2,101.20,50.4
Charlotte Hornets,5,2,3,240.0,104.9,114.2,-9.3,63.8,1.30,18.0,26.0,68.0,47.3,19.0,55.0,57.3,103.00,44.4
Cleveland Cavaliers,4,2,2,192.0,105.5,107.7,-2.2,54.7,1.32,16.1,27.4,78.2,53.1,16.4,52.0,55.2,100.50,48.7
Detroit Pistons,5,2,3,240.0,106.3,110.4,-4.1,60.0,1.23,17.2,25.8,75.3,50.9,18.7,54.7,58.3,101.70,46.5
Milwaukee Bucks,4,2,2,197.0,108.7,107.3,1.4,59.5,1.84,18.0,15.1,78.0,48.2,12.8,55.9,58.0,106.84,52.2
Orlando Magic,4,2,2,192.0,97.2,94.7,2.5,59.4,1.77,15.9,24.1,77.1,49.2,12.2,44.8,48.5,98.75,50.9
Brooklyn Nets,4,1,3,202.0,108.1,109.2,-1.1,52.4,1.13,14.8,30.5,75.0,52.5,17.8,53.1,56.2,105.86,48.1
Chicago Bulls,5,1,4,240.0,103.7,109.6,-5.9,54.4,1.81,15.2,27.2,66.1,45.2,11.4,46.7,50.7,101.80,44.7
Golden State Warriors,4,1,3,192.0,107.0,118.5,-11.5,67.3,1.64,17.2,32.9,73.8,51.2,15.0,46.9,53.2,106.75,44.5
Indiana Pacers,4,1,3,192.0,105.3,108.5,-3.3,59.8,2.00,17.9,26.0,67.7,45.8,12.3,49.6,53.0,99.88,48.1
Memphis Grizzlies,4,1,3,197.0,95.7,108.1,-12.3,62.7,1.32,16.3,26.5,72.4,48.4,16.8,46.2,50.5,108.91,43.2
New Orleans Pelicans,5,1,4,245.0,112.2,114.2,-2.0,68.6,1.89,20.1,26.1,67.5,46.9,15.0,55.0,57.6,106.09,48.7
New York Knicks,5,1,4,240.0,99.8,107.9,-8.1,51.6,1.02,13.8,30.7,73.7,51.6,18.3,48.1,51.5,100.80,43.4
Oklahoma City Thunder,5,1,4,240.0,99.0,97.7,1.3,49.2,0.97,13.5,25.8,75.2,51.8,18.0,48.9,53.0,103.50,51.8
Washington Wizards,4,1,3,192.0,113.6,113.6,0.0,60.0,1.69,18.5,27.8,70.5,49.3,15.2,55.6,58.4,104.88,49.6
Sacramento Kings,5,0,5,240.0,97.4,114.0,-16.6,55.8,1.12,14.8,27.3,70.5,47.2,17.8,47.5,50.8,101.30,38.5
