Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Oklahoma City Thunder,120,Sacramento Kings,100,1,114.7,109.3,5.4,56.4,1.84,17.3,26.3,75.3,51.5,12.7,54.5,58.7,99.39,55.1,109.8,111.6,-1.7,57.6,1.69,17.5,23.7,74.3,48.7,13.9,54.1,57.1,101.52,48.2
Toronto Raptors,115,Cleveland Cavaliers,109,1,113.2,105.1,8.2,63.6,2.07,19.1,26.1,72.6,49.2,12.8,54.0,57.0,100.14,52.9,108.2,116.5,-8.3,55.7,1.4,16.8,30.3,73.6,51.6,16.6,53.1,56.0,98.7,45.0
Charlotte Hornets,107,Washington Wizards,121,0,105.9,114.3,-8.4,68.6,1.71,18.5,29.0,69.9,48.6,15.2,49.7,53.7,94.12,45.4,110.4,117.6,-7.2,55.6,1.57,16.6,28.3,70.9,49.4,14.4,52.7,56.6,102.29,46.7
Philadelphia 76ers,117,Atlanta Hawks,127,0,107.0,105.6,1.4,63.8,1.98,18.6,23.8,73.7,49.0,12.9,52.3,55.3,99.27,52.9,108.8,113.7,-5.0,58.3,1.52,16.8,26.2,72.1,49.1,14.9,51.9,56.1,104.73,46.4
Golden State Warriors,104,Boston Celtics,119,0,100.7,112.3,-11.6,70.3,1.72,18.4,23.2,72.7,46.9,14.6,48.4,52.9,102.51,44.1,112.7,107.8,4.9,57.7,1.7,17.3,28.5,74.6,51.5,14.1,53.4,57.3,101.34,52.2
Utah Jazz,100,Denver Nuggets,106,0,119.9,110.1,9.7,54.3,1.85,17.4,29.0,75.0,52.6,12.9,57.7,60.6,97.85,54.2,114.0,112.0,1.9,61.3,2.03,18.3,30.8,73.8,51.8,12.7,52.3,56.1,97.96,50.9
Toronto Raptors,105,Detroit Pistons,92,1,113.2,105.1,8.2,63.6,2.07,19.1,26.1,72.6,49.2,12.8,54.0,57.0,100.14,52.9,109.3,111.4,-2.1,56.5,1.56,16.6,26.5,71.7,48.9,14.4,52.6,56.3,99.03,48.2
Chicago Bulls,118,Brooklyn Nets,133,0,107.3,112.1,-4.8,57.2,1.58,17.1,25.2,73.2,47.9,14.6,52.6,55.9,98.31,46.3,106.6,110.6,-3.9,60.7,1.5,17.4,25.0,74.6,49.7,15.7,53.0,56.0,101.29,47.9
Dallas Mavericks,121,Houston Rockets,128,0,117.7,115.8,1.9,54.3,1.9,16.9,30.2,72.0,51.1,12.4,55.2,57.9,97.75,49.8,111.8,111.3,0.5,52.5,1.44,15.4,26.4,71.4,48.9,14.3,52.6,56.9,104.57,48.3
Memphis Grizzlies,111,New Orleans Pelicans,139,0,114.2,110.0,4.2,63.5,1.99,19.8,25.2,72.3,49.9,13.8,56.1,59.4,104.13,54.5,115.6,112.9,2.8,63.2,1.73,18.8,30.4,71.0,51.4,15.3,56.1,59.2,103.82,52.4
Denver Nuggets,127,Milwaukee Bucks,115,1,114.0,112.0,1.9,61.3,2.03,18.3,30.8,73.8,51.8,12.7,52.3,56.1,97.96,50.9,112.6,103.8,8.8,60.4,1.94,18.4,20.7,79.1,51.6,12.7,55.3,58.6,106.42,56.5
Oklahoma City Thunder,111,Phoenix Suns,107,1,114.7,109.3,5.4,56.4,1.84,17.3,26.3,75.3,51.5,12.7,54.5,58.7,99.39,55.1,109.0,108.6,0.4,61.5,1.64,17.8,26.6,72.8,50.4,14.8,52.0,57.0,101.17,51.5
Portland Trail Blazers,127,Los Angeles Lakers,119,1,114.2,115.3,-1.2,48.9,1.75,15.3,25.8,70.2,48.5,11.7,53.2,56.7,100.37,49.0,114.3,107.8,6.5,58.0,1.75,17.9,27.5,72.7,50.6,14.1,55.0,58.1,102.11,54.2
